agency_cd,site_no,station_nm,site_tp_cd,lat_va,long_va,dec_lat_va,dec_long_va,coord_meth_cd,coord_acy_cd,coord_datum_cd,dec_coord_datum_cd,district_cd,state_cd,county_cd,country_cd,land_net_ds,map_nm,map_scale_fc,alt_va,alt_meth_cd,alt_acy_va,alt_datum_cd,huc_cd,basin_cd,topo_cd,instruments_cd,construction_dt,inventory_dt,drain_area_va,contrib_drain_area_va,tz_cd,local_time_fg,reliability_cd,gw_file_cd,nat_aqfr_cd,aqfr_cd,aqfr_type_cd,well_depth_va,hole_depth_va,depth_src_cd,project_no
USGS,06186500,Yellowstone River at Yellowstone Lk Outlet YNP,ST,443401.53,1102249.46,44.56709167,-110.3804056,N,1,NAD83,NAD83,30,56,39,US,nan,"LAKE, WY",nan,7727.77,L,0.01,NGVD29,10070001,nan,nan,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,nan,nan,995,nan,MST,Y,nan,NYNNNNNN,nan,nan,nan,nan,nan,nan,nan
